Product Category;Product Name;Review Date;Review Text;Sentiment;Marketplace;Username;review_text_id;Topic_r;Review;Measure_types;measure_counts;Count
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-25 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Вкусный ароматный кофе.;Positive;Ozon;tasty_coffee;700;{'Вкус', 'Аромат'}; Название вкуса: БэрриВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Вкусный ароматный кофе.;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-25 21:00:00;"Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:Нормальный Моя прелесть 🫠
Очень приятный кофе, очень!
А я та еще привереда)";Positive;Ozon;tasty_coffee;719;{'Вкус', 'Общая удовлетворенность'};" Название вкуса: БэрриКрепость:Нормальный Моя прелесть 🫠
Очень приятный кофе, очень!
А я та еще привереда)";Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-26 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Вкус аромат.;Positive;Ozon;tasty_coffee;626;{'Вкус', 'Аромат'}; Название вкуса: Бэрри Вкус аромат.;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-08-02 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Вообще не о чем, на любителя;Negative;Ozon;tasty_coffee;630;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: Бэрри Вообще не о чем, на любителя;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-24 21:00:00;"Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри
        Достоинства
       Вкусный кофе под молоко, удобно брать в дорогу.";Positive;Ozon;tasty_coffee;617;{'Вкус', 'Удобство'};" Название вкуса: Бэрри
        Достоинства
       Вкусный кофе под молоко, удобно брать в дорогу.";Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-24 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Нравится вкус, удобно брать в поездеи;Positive;Ozon;tasty_coffee;645;{'Вкус', 'Удобство'}; Название вкуса: Бэрри Нравится вкус, удобно брать в поездеи;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-23 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный У этого бренда самый вкусный кофе, заказываю не первый раз и буду заказывать ещё) рекомендую 👍;Positive;Ozon;tasty_coffee;687;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный У этого бренда самый вкусный кофе, заказываю не первый раз и буду заказывать ещё) рекомендую 👍;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-24 21:00:00;"Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриАроматность:НормальныйКрепость:КрепкийВкус:Нормальный Невнимательно читала описание, обычно темную обжарку не беру, для меня по вкусу практически жженка, спасает добавить больше молока и воды. по десятибалльной шкале для меня этот кофе на твердую семерку. 
Надо попробовать среднюю и слабую обжарку чтобы наверняка решить брать еще или нет.";Negative;Ozon;tasty_coffee;692;{'Вкус', 'Общая удовлетворенность'};" Название вкуса: БэрриАроматность:НормальныйКрепость:КрепкийВкус:Нормальный Невнимательно читала описание, обычно темную обжарку не беру, для меня по вкусу практически жженка, спасает добавить больше молока и воды. по десятибалльной шкале для меня этот кофе на твердую семерку. 
Надо попробовать среднюю и слабую обжарку чтобы наверняка решить брать еще или нет.";Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-23 21:00:00;"Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Брала на подарок, очень понравилось, что продавец позаботился о товаре и отлично все упаковал, не повредив коробку 👍 
На вкус кофе отличный";Positive;Ozon;tasty_coffee;623;{'Вкус', 'Общая удовлетворенность', 'Упаковка'};" Название вкуса: Бэрри Брала на подарок, очень понравилось, что продавец позаботился о товаре и отлично все упаковал, не повредив коробку 👍 
На вкус кофе отличный";Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-23 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Вкусный коф;Positive;Ozon;tasty_coffee;629;{'Вкус'}; Название вкуса: Бэрри Вкусный коф;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-23 21:00:00;"Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри
        Достоинства
       С молоком просто отличный вкус для завтрака, очень сбалансированный";Positive;Ozon;tasty_coffee;620;{'Вкус', 'Общая удовлетворенность'};" Название вкуса: Бэрри
        Достоинства
       С молоком просто отличный вкус для завтрака, очень сбалансированный";Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-23 21:00:00;"Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриАроматность:АроматныйКрепость:КрепкийВкус:Насыщенный
        Достоинства
       Лучший кофе для молока  
        Комментарий
       Лучший вкус кофе лично для меня. Идеально подходит если пьете кофе с молоком и любите более мягкий коф";Positive;Ozon;tasty_coffee;675;{'Вкус', 'Общая удовлетворенность', 'Крепость кофе'};" Название вкуса: БэрриАроматность:АроматныйКрепость:КрепкийВкус:Насыщенный
        Достоинства
       Лучший кофе для молока  
        Комментарий
       Лучший вкус кофе лично для меня. Идеально подходит если пьете кофе с молоком и любите более мягкий коф";Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-22 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Самый вкусный;Positive;Ozon;tasty_coffee;728;{'Вкус'}; Название вкуса: БэрриКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Самый вкусный;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-23 21:00:00;"Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:КрепкийАроматность:АроматныйВкус:Насыщенный Классный кофе! ☕ Рекомендую как тем, кто любит с молоком, так и без. Во втором случае, для тех кто предпочитает без кислинки, но с горчинкой и покрепче. Здесь кислотность в минимуме.
Также добавлю, что Натти и Кэнди из белой серии тоже отличный кофе представляют. Вот эта троица будет достойной партией к любимому Колумбия Уила. А то и потеснит его в...  Читать полностью";Positive;Ozon;tasty_coffee;709;{'Вкус', 'Общая удовлетворенность', 'Крепость кофе'};" Название вкуса: БэрриКрепость:КрепкийАроматность:АроматныйВкус:Насыщенный Классный кофе! ☕ Рекомендую как тем, кто любит с молоком, так и без. Во втором случае, для тех кто предпочитает без кислинки, но с горчинкой и покрепче. Здесь кислотность в минимуме.
Также добавлю, что Натти и Кэнди из белой серии тоже отличный кофе представляют. Вот эта троица будет достойной партией к любимому Колумбия Уила. А то и потеснит его в...  Читать полностью";Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-23 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри хороший кофе.;Positive;Ozon;tasty_coffee;670;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: Бэрри хороший кофе.;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-22 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Брала сначала упаковку «бэрри» 5 шт, кофе был божественный. Потом снова взяла его же, но 10 шт. То ли он был старым, то ли что… но это небо и земля, не кофе, а какой-то кошмар 😳 фото с датой изготовления прилагаю. Надеюсь это ошибка, потому что заказываю третью пачку Берри, очень уж вкусная самая первая оказалась ) надеюсь придет такая, какая над;Positive;Ozon;tasty_coffee;698;{'Общая удовлетворенность', 'Свежесть', 'Упаковка', 'Консистенция', 'Вкус'}; Название вкуса: БэрриВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Брала сначала упаковку «бэрри» 5 шт, кофе был божественный. Потом снова взяла его же, но 10 шт. То ли он был старым, то ли что… но это небо и земля, не кофе, а какой-то кошмар 😳 фото с датой изготовления прилагаю. Надеюсь это ошибка, потому что заказываю третью пачку Берри, очень уж вкусная самая первая оказалась ) надеюсь придет такая, какая над;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-21 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Удобный дрип кофе, но мне не понравился вкус. Какой странно ягодный. Однако это субъекти;Negative;Ozon;tasty_coffee;667;{'Вкус', 'Удобство'}; Название вкуса: Бэрри Удобный дрип кофе, но мне не понравился вкус. Какой странно ягодный. Однако это субъекти;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-22 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный Отлично упакован товар. Вкусный кофе.;Positive;Ozon;tasty_coffee;684;{'Вкус', 'Упаковка'}; Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный Отлично упакован товар. Вкусный кофе.;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-21 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный Вкусно.;Positive;Ozon;tasty_coffee;681;{'Вкус'}; Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный Вкусно.;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-19 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Нормальный Вкусный кофе, как из кофейни);Positive;Ozon;tasty_coffee;688;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Нормальный Вкусный кофе, как из кофейни);Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-19 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Очень вкусный кофе! Беру теперь упаковку, где 30 шт!;Positive;Ozon;tasty_coffee;654;{'Вкус', 'Общая удовлетворенность', 'Размер порции'}; Название вкуса: Бэрри Очень вкусный кофе! Беру теперь упаковку, где 30 шт!;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-18 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриВкус:НормальныйАроматность:НормальныйКрепость:Нормальный Очень нравится. Все вкусы перепробовала. Рекомендую;Positive;Ozon;tasty_coffee;707;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: БэрриВкус:НормальныйАроматность:НормальныйКрепость:Нормальный Очень нравится. Все вкусы перепробовала. Рекомендую;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-19 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Отличный кофе. Очень вкусный. Рекомендую;Positive;Ozon;tasty_coffee;649;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: Бэрри Отличный кофе. Очень вкусный. Рекомендую;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-18 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриАроматность:АроматныйКрепость:КрепкийВкус:Насыщенный Вкусный кофе, беру не впервы;Positive;Ozon;tasty_coffee;677;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: БэрриАроматность:АроматныйКрепость:КрепкийВкус:Насыщенный Вкусный кофе, беру не впервы;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-21 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Очень вкусно!!! Всем рекомендую 😍 Для дома, работы, поездки. Очень удобно. Кофе насыщенный🔥;Positive;Ozon;tasty_coffee;653;{'Вкус', 'Крепость кофе', 'Удобство', 'Общая удовлетворенность'}; Название вкуса: Бэрри Очень вкусно!!! Всем рекомендую 😍 Для дома, работы, поездки. Очень удобно. Кофе насыщенный🔥;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-18 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриВкус:НасыщенныйАроматность:НормальныйКрепость:Нормальный Хороший кофе, ароматный, на кружку 200мл, если заваривать на больший объем, вкус слабеет;Positive;Ozon;tasty_coffee;697;{'Вкус', 'Аромат', 'Общая удовлетворенность', 'Крепость кофе'}; Название вкуса: БэрриВкус:НасыщенныйАроматность:НормальныйКрепость:Нормальный Хороший кофе, ароматный, на кружку 200мл, если заваривать на больший объем, вкус слабеет;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-17 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Ооочень вкусно! И быстро) Цена адекватная, буду брать еще другие вкусы☺️;Positive;Ozon;tasty_coffee;735;{'Вкус', 'Удобство', 'Общая удовлетворенность', 'Цена'}; Название вкуса: БэрриКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Ооочень вкусно! И быстро) Цена адекватная, буду брать еще другие вкусы☺️;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-16 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Беру эти пакетики на дачу,очень удобно и вкусно,если рядом нет кофемашины)) а дома в кофемашине использую зерна только этого производителя))самые любимые🩶     00:22;Positive;Ozon;tasty_coffee;722;{'Вкус', 'Удобство', 'Общая удовлетворенность'}; Название вкуса: БэрриКрепость:НормальныйАроматность:АроматныйВкус:Насыщенный Беру эти пакетики на дачу,очень удобно и вкусно,если рядом нет кофемашины)) а дома в кофемашине использую зерна только этого производителя))самые любимые🩶     00:22;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-16 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Да действительно можно подбавить молоко но по мне это вкус отделяет;Positive;Ozon;tasty_coffee;633;{'Вкус'}; Название вкуса: Бэрри Да действительно можно подбавить молоко но по мне это вкус отделяет;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-15 21:00:00;"Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:КрепкийВкус:НасыщенныйАроматность:Ароматный
        Достоинства
       Вкусный кофе! Рекомендую";Positive;Ozon;tasty_coffee;712;{'Вкус', 'Общая удовлетворенность'};" Название вкуса: БэрриКрепость:КрепкийВкус:НасыщенныйАроматность:Ароматный
        Достоинства
       Вкусный кофе! Рекомендую";Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-15 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:Нормальный Кислит;Negative;Ozon;tasty_coffee;717;{'Вкус'}; Название вкуса: БэрриКрепость:Нормальный Кислит;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-14 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:НормальныйАроматность:НормальныйВкус:Нормальный Удобно , вкусно , рекомендую;Positive;Ozon;tasty_coffee;733;{'Вкус', 'Удобство', 'Общая удовлетворенность'}; Название вкуса: БэрриКрепость:НормальныйАроматность:НормальныйВкус:Нормальный Удобно , вкусно , рекомендую;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-14 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:Крепкий Очень приятный на вкус;Positive;Ozon;tasty_coffee;708;{'Вкус'}; Название вкуса: БэрриКрепость:Крепкий Очень приятный на вкус;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-14 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Просто вкусно, пейте на здоровье. Качественная прожарка, аромат отменный.;Positive;Ozon;tasty_coffee;661;{'Вкус', 'Аромат', 'Общая удовлетворенность'}; Название вкуса: Бэрри Просто вкусно, пейте на здоровье. Качественная прожарка, аромат отменный.;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-13 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Чудесный кофе, как в кофейни;Positive;Ozon;tasty_coffee;669;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: Бэрри Чудесный кофе, как в кофейни;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-12 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный Оч понра! Ароматный в меру крепкий кофе с пенкой, пакетика хватает на 2 небольшие или 1 большую чашку американо. Супер выручает, когда хочешь кофе, а есть только кулер с горячей водой или чайник.;Positive;Ozon;tasty_coffee;685;{'Общая удовлетворенность', 'Размер порции', 'Консистенция', 'Аромат', 'Крепость кофе', 'Вкус', 'Удобство'}; Название вкуса: БэрриАроматность:АроматныйКрепость:НормальныйВкус:Насыщенный Оч понра! Ароматный в меру крепкий кофе с пенкой, пакетика хватает на 2 небольшие или 1 большую чашку американо. Супер выручает, когда хочешь кофе, а есть только кулер с горячей водой или чайник.;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-12 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Супер дрипы! Насыщенный, богатый вкус, аромат бомбический. Спасибо продавцу.;Positive;Ozon;tasty_coffee;736;{'Вкус', 'Аромат', 'Общая удовлетворенность'}; Название вкуса: БэрриКрепость:НормальныйВкус:НасыщенныйАроматность:Ароматный Супер дрипы! Насыщенный, богатый вкус, аромат бомбический. Спасибо продавцу.;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-12 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Для любителей НЕ черного кофе. Много добавок.;Positive;Ozon;tasty_coffee;702;{'Вкус'}; Название вкуса: БэрриВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Для любителей НЕ черного кофе. Много добавок.;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-12 21:00:00;"Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриАроматность:НормальныйВкус:НормальныйКрепость:Нормальный
        Недостатки
       Нет  
        Комментарий
       Очень вкусный кофе. Второй раз заказываю";Positive;Ozon;tasty_coffee;689;{'Вкус', 'Общая удовлетворенность'};" Название вкуса: БэрриАроматность:НормальныйВкус:НормальныйКрепость:Нормальный
        Недостатки
       Нет  
        Комментарий
       Очень вкусный кофе. Второй раз заказываю";Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-12 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Вкусный коф;Positive;Ozon;tasty_coffee;701;{'Вкус'}; Название вкуса: БэрриВкус:НасыщенныйКрепость:НормальныйАроматность:Ароматный Вкусный коф;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-14 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: Бэрри Кислятина. Попробовала, не вкус;Negative;Ozon;tasty_coffee;637;{'Вкус', 'Общая удовлетворенность'}; Название вкуса: Бэрри Кислятина. Попробовала, не вкус;Число пакетиков:;10;10
Кофе;Дрип кофе Tasty Coffee Бэрри, 10 шт. по 11,5 г;2024-07-12 21:00:00;Число пакетиков: 10, Единиц в одном товаре: 10, Название вкуса: БэрриКрепость:КрепкийВкус:НасыщенныйАроматность:Ароматный Вкусный кофе.;Positive;Ozon;tasty_coffee;713;{'Вкус'}; Название вкуса: БэрриКрепость:КрепкийВкус:НасыщенныйАроматность:Ароматный Вкусный кофе.;Число пакетиков:;10;10
